command,mean,stddev,median,user,system,min,max
mongosh ecommerce --file C:/Users/Administrator/Desktop/BigDataAssignment2/scripts/q3.js,0.36633793800000003,0.0014494389110962858,0.36662151800000004,0.3428125,0.0675,0.364343018,0.367832518
