command,mean,stddev,median,user,system,min,max
psql -U postgres -d ecommerce -f C:/Users/Administrator/Desktop/BigDataAssignment2/scripts/q3.sql,1.8058802,0.30094844624292066,1.71465184,0.046875,0.04,1.5055224399999998,2.2466772400000004
