user_id,product_id,views
546807160,6500651,2
546807160,6400344,2
546807160,13000002,2
546807160,10700955,2
546807173,5100718,3
546807173,17300817,3
546807173,1005132,2
546807173,27400032,2
546807173,100015370,2
546807173,5100874,2
546807173,17300818,2
546807173,5100377,2
546807173,5100378,2
546807173,10502821,2
546807180,1005100,2
546807205,16000305,2
546807205,3701084,1
546807205,3100491,1
546807205,10600491,1
546807231,1004856,1
546807258,3700677,6
546807258,2900802,5
546807258,15100412,4
546807258,15100223,4
546807258,15100105,4
546807258,3700683,4
546807372,5800508,15
546807372,5801561,14
546807372,5801507,12
546807372,1005204,5
546807372,5800903,5
546807372,5800861,5
546807490,1005105,1
546807490,1005115,1
546807527,3600163,6
546807527,3600666,1
546807564,1801960,1
546807701,1004565,6
546807701,1004566,5
546807701,1004785,3
546807701,1004767,2
546807701,1004768,2
546807765,5100816,6
546807765,1004856,2
546807765,1004767,1
546807765,1003306,1
546807765,1004739,1
546807765,100019218,1
546807765,1005204,1
546807765,1005259,1
546807765,1005217,1
546807765,1005159,1
546807765,1005161,1
546807765,1005203,1
546807825,26022541,1
546807840,15400048,3
546807840,15400131,2
546807840,15400009,1
546807846,1005161,6
546807846,1005160,2
546807978,1004777,41
546807978,1004886,27
546807978,1004856,21
546807978,1004562,19
546807978,1004788,17
546807980,39800061,2
546807980,5700785,1
546807994,4804428,1
546808014,1004564,3
546808014,1801539,3
546808014,1801739,3
546808014,1801967,2
546808014,1802037,2
546808014,1004856,2
546808117,12709558,1
546808197,2701703,9
546808197,2501866,4
546808197,4501324,4
546808197,2500360,3
546808197,4600386,3
546808197,4500290,3
546808197,4500422,3
546808197,4500281,3
546808197,2400216,3
546808197,2401243,3
546808197,2401356,3
546808197,4600377,3
546808396,51000016,1
546808430,51800024,1
546808430,28715827,1
546808430,51800028,1
546808430,51800153,1
546808430,3600163,1
546808430,2601260,1
546808536,1801513,4
546808536,1801881,2
546808536,1801929,1
546808536,1802024,1
546808536,1802010,1
546808536,22700434,1
546808536,1801581,1
546808536,46800008,1
546808536,1801849,1
546808536,5701086,1
546808536,22700309,1
546808536,12500828,1
546808536,15800164,1
546808536,1801910,1
546808536,49100008,1
546808536,1801400,1
546808536,15200092,1
546808536,49100005,1
546808536,1801739,1
546808536,1802099,1
546808536,47000052,1
546808536,22700677,1
546808536,1801653,1
546808536,22700208,1
546808572,15500121,5
546808572,9200403,2
546808572,15500237,2
546808572,15500271,1
546808572,15500251,1
546808572,9200360,1
546808935,5301640,1
546808940,13903384,2
546808940,1004870,2
546808940,13900043,1
546808940,1005015,1
546808948,1005243,2
546808948,5100375,1
546808948,14400029,1
546808948,100027072,1
546808948,1005069,1
546808948,1005105,1
546808948,5100846,1
546808948,1004946,1
546808948,1005115,1
546808948,1004249,1
546808948,1004948,1
546808964,8800773,5
546808964,1004708,3
546808964,8801027,3
546808964,1002544,2
546808964,2201094,2
546808964,2201023,2
546808964,1004781,2
546808964,2200885,2
546808964,8801100,2
546808964,11300099,2
546808964,1004785,2
546808991,22700127,1
546808991,10503781,1
546808993,12713435,4
546808993,12718062,3
546808993,12709427,1
546808993,12703201,1
546808995,1004249,7
546808995,100010005,4
546808995,1005115,4
546808995,1004255,4
546808995,15500139,2
546808995,1004258,2
546808995,100010207,2
546808995,100009915,2
546808999,26300187,3
546808999,26300079,1
546808999,1004836,1
546808999,26400672,1
546808999,26500144,1
546809050,100023030,1
546809050,100050974,1
546809050,3600253,1
546809050,3600975,1
546809067,2702277,2
546809067,12703493,2
546809067,100005165,2
546809067,3700766,2
546809067,12709709,2
546809070,1801739,5
546809070,5701166,2
546809070,15200788,2
546809070,13101789,2
546809070,42600253,1
546809070,22700320,1
546809070,15800185,1
546809070,18800028,1
546809070,1801805,1
546809070,4100230,1
546809070,12719347,1
546809070,28717907,1
546809070,12500153,1
546809070,1306830,1
546809070,12500174,1
546809070,12711779,1
546809070,6000094,1
546809070,44700037,1
546809070,10700467,1
546809071,2601979,6
546809071,2601036,3
546809071,10201657,3
546809071,2601106,2
546809071,2601354,2
546809071,2601092,2
546809071,2600500,2
546809071,2600675,2
546809071,2600574,2
546809071,2601433,2
546809071,2601855,2
546809073,26204334,1
546809073,26400250,1
546809073,26200609,1
546809073,26200067,1
546809073,26200156,1
546809073,26202897,1
546809073,26400329,1
546809073,26204331,1
546809073,26400181,1
546809122,1003475,1
546809151,1003141,2
546809151,3500093,1
546809151,3100640,1
546809151,2501782,1
546809151,19300039,1
546809197,5300157,2
546809197,44400005,2
546809197,5300125,1
546809197,5300280,1
546809197,17300671,1
546809197,51800040,1
546809197,44400112,1
546809197,44400138,1
546809197,48200444,1
546809197,51800023,1
546809197,5300269,1
546809197,5301400,1
546809197,51800039,1
546809229,26400248,1
546809229,26400266,1
546809341,1005100,2
546809341,28300031,2
546809341,1003709,2
546809341,1002099,2
546809341,1005135,1
546809341,28300033,1
546809381,1004872,1
546809623,12709558,7
546809623,13100393,2
546809623,13100469,2
546809623,100038878,1
546809623,12720810,1
546809623,12720527,1
546809623,100042745,1
546809623,12718449,1
546809623,1005004,1
546809623,100023495,1
546809623,12704669,1
546809623,1002101,1
546809623,1005243,1
546809623,1003549,1
546809623,12701425,1
546809623,12711761,1
546809623,1005069,1
546809623,12705578,1
546809623,1004732,1
546809623,1004991,1
546809623,100010562,1
546809623,12712611,1
546809623,12704668,1
546809623,1004729,1
546809623,1004736,1
546809623,12705698,1
546809623,1004909,1
546809623,6201029,1
546809623,1004258,1
546809623,12714715,1
546809623,1005070,1
546809623,6201018,1
546809623,100023409,1
546809623,6201023,1
546809628,1003768,1
546809728,5000088,2
546809728,26400756,1
546809728,31501171,1
546809728,26400763,1
546809732,1003879,1
546809788,5100163,2
546809788,5100503,1
546809882,26300078,2
546809882,26300095,1
546809882,16400207,1
546809927,1002544,3
546809948,4100242,1
546810007,3100927,1
546810007,1004856,1
546810053,10501366,1
546810081,22700078,4
546810081,22700129,2
546810081,22700131,1
546810081,22700084,1
546810081,22700127,1
546810081,22700205,1
546810127,10400527,4
546810127,10400426,3
546810127,10400555,2
546810127,12100563,2
546810127,15700008,2
546810135,1002544,7
546810135,1002547,2
546810135,1004249,1
546810161,1005239,1
546810310,1004767,7
546810310,5000062,5
546810310,1003535,4
546810310,1004434,4
546810310,5000030,3
546810310,26500143,3
546810310,5000220,3
546810433,1002633,5
546810433,1002544,2
546810456,26200594,8
546810456,26200067,8
546810456,26200139,4
546810456,26400328,4
546810456,26200039,3
546810498,100002560,2
546810498,56700004,1
546810558,22700299,1
546810558,13103493,1
546810558,13100742,1
546810558,13100626,1
546810565,1004856,6
546810565,3200324,5
546810565,22800089,2
546810565,16400025,2
546810565,3200374,2
546810565,28718141,2
546810565,3200157,2
546810583,1002633,3
546810586,1005115,16
546810586,26300332,7
546810586,1201301,5
546810586,3500155,5
546810586,26300163,5
546810586,51100099,5
546810586,1005116,5
546810594,12707478,5
546810594,12703300,5
546810594,12703337,5
546810594,12707445,5
546810594,12709953,4
546810604,25509744,1
546810604,3600182,1
546810604,3600231,1
546810604,42000013,1
546810604,12702930,1
546810604,3600263,1
546810604,3600253,1
546810604,25510508,1
546810642,5301763,2
546810642,5500010,2
546810642,11200318,2
546810642,11200275,2
546810642,25800022,1
546810642,26100003,1
546810642,5600386,1
546810642,11200512,1
546810642,1005105,1
546810642,5300125,1
546810642,5301332,1
546810642,5301323,1
546810642,11200273,1
546810642,1004662,1
546810642,1004666,1
546810642,25800007,1
546810642,5500333,1
546810696,26402365,7
546810696,28101724,7
546810696,15100377,4
546810696,26403485,3
546810696,28716439,3
546810696,15902144,3
546810696,38900053,3
546810716,1004228,4
546810716,1004232,1
546810716,1004227,1
546810716,1004925,1
546810716,1004229,1
546810716,13100353,1
546810732,26300078,1
546810834,1004767,2
546810834,54900002,1
546810834,3601437,1
546810834,3601489,1
546810834,35104167,1
546810834,3600666,1
546810905,1003428,1
546811040,1004877,5
546811040,1005217,5
546811040,1005008,3
546811040,27600080,2
546811040,1005115,2
546811040,1004161,2
546811040,1004767,2
546811040,1004856,2
546811040,1005203,2
546811040,1004162,2
546811042,18000258,3
546811042,1003039,2
546811088,22700084,1
546811139,22700854,4
546811139,22700561,1
546811139,22700799,1
546811139,22700095,1
546811139,22700756,1
546811139,22700079,1
546811139,23800052,1
546811139,22700128,1
546811139,12711986,1
546811139,12000125,1
546811139,22700245,1
546811181,1004767,1
546811302,7004729,1
546811316,4804055,8
546811316,4804056,4
546811316,1004237,2
546811316,5700567,2
546811316,5700561,2
546811329,26400193,1
546811329,15100122,1
546811329,17300995,1
546811329,26300189,1
546811329,1005212,1
546811349,12700890,1
546811349,21406811,1
546811349,21411038,1
546811349,12703498,1
546811349,12704067,1
546811391,100045943,5
546811391,9600061,3
546811391,9600120,2
546811391,100034892,2
546811391,100050987,2
546811391,9600004,2
546811391,100027342,2
546811391,48200377,2
546811391,48200530,2
546811509,27900017,4
546811812,14700855,25
546811812,25600010,14
546811812,17300555,6
546811812,14700841,5
546811812,17301124,3
546811828,17700629,5
546811828,1005105,4
546811828,17700630,3
546811828,1005115,2
546811828,1005116,2
546811828,17700712,2
546811828,34700131,2
546811840,1002528,1
546811840,1002633,1
546811844,1004767,3
546811844,22700067,1
546811844,1004873,1
546811942,16600091,1
546811942,8000351,1
546811979,7600336,4
546811979,7600330,4
546811979,1801636,4
546811979,100044713,3
546811979,7600480,3
546811979,7600557,3
546811979,7600234,3
546812046,1004840,1
546812115,1004958,3
546812115,1005102,1
546812115,1005239,1
546812126,100015580,3
546812126,3200173,3
546812126,3200589,2
546812344,1004856,2
546812344,1004767,1
546812344,1005232,1
546812451,22700755,1
546812451,22700524,1
546812451,12500517,1
546812660,100002000,1
546812690,2701776,2
546812690,3700926,1
546812760,1004754,3
546812760,1005069,3
546812760,100029351,3
546812760,1004934,3
546812760,1004767,2
546812760,1005206,2
546812760,1005228,2
546812995,4804055,1
546812995,4804056,1
546813044,3600231,11
546813044,4804572,6
546813044,4804056,5
546813044,3600182,4
546813044,13100734,4
546813060,1005157,1
546813060,1005221,1
546813066,1004873,2
546813212,1004258,6
546813212,1005121,6
546813212,12703498,6
546813212,1005123,4
546813212,1005122,4
546813212,3701005,4
546813220,5300125,5
546813220,5301192,5
546813220,1005105,4
546813220,1005115,4
546813220,7003167,3
546813220,4201373,3
546813259,17200651,1
546813270,1004849,1
546813274,6902601,19
546813274,3600760,11
546813274,6902323,11
546813274,8300406,10
546813274,3600163,9
546813355,1005160,4
546813355,1004833,3
546813355,1004838,2
546813355,1005212,2
546813355,1005169,2
546813399,22700068,8
546813399,22700193,4
546813399,13102366,3
546813399,12701967,3
546813399,16600087,2
546813446,6700434,5
546813446,6700582,5
546813446,6700701,5
546813446,6700742,3
546813446,6700826,3
546813446,28716516,3
546813489,1005238,5
546813489,1004767,3
546813489,17000006,1
546813518,12711738,21
546813518,56700004,8
546813518,1801555,7
546813518,56700003,7
546813518,53300010,6
546813518,12714715,6
546813518,1801971,6
546813528,4804295,3
546813528,4100377,2
546813528,4100156,1
546813528,4100151,1
546813790,1005158,32
546813790,1005159,22
546813790,1004739,18
546813790,1005239,17
546813790,1005161,17
546814179,1004767,3
546814179,1004873,2
546814179,1004833,1
546814179,1005174,1
546814179,1004870,1
546814179,1002544,1
546814196,1801882,1
546814196,1307310,1
546814233,5000088,5
546814250,1004767,1
546814327,15800017,1
546814327,45100001,1
546814327,12719993,1
546814342,12718768,4
546814342,12719205,4
546814342,12700865,2
546814342,12719094,1
546814342,12701388,1
546814342,12703680,1
546814342,12709255,1
546814342,12700746,1
546814342,12705833,1
546814441,8902753,8
546814441,11200318,5
546814441,8900915,4
546814441,8901432,4
546814441,11200398,3
546814441,11200397,3
546814514,15500291,1
546814582,26500134,1
546814582,19400002,1
546814582,15100220,1
546814617,1004867,5
546814617,1004833,1
546814664,5100816,15
546814664,5100834,8
546814664,5100833,2
546814664,4804660,2
546814664,100002292,2
546814682,2601299,2
546814682,45601783,1
546814682,26008916,1
546814682,22800079,1
546814682,26400672,1
546814682,24100258,1
546814682,38900040,1
546814682,8700320,1
546814682,45700000,1
546814682,100011006,1
546814682,100009590,1
546814682,2601978,1
546814828,43900005,1
546814884,1802024,1
546814884,19200005,1
546814884,5700518,1
546814884,1801761,1
546814884,5800926,1
546814884,100010156,1
546815162,52100021,3
546815162,1801690,3
546815162,1307004,2
546815162,1801636,2
546815162,48400005,2
546815162,1307310,2
546815162,1801960,2
546815350,1004227,4
546815350,1004225,4
546815350,1005121,3
546815350,1003314,2
546815350,1005144,2
546815350,1005115,2
546815350,1004247,2
546815350,1004228,2
546815640,26400368,9
546815640,26403280,8
546815640,26401452,7
546815640,1004836,6
546815640,26400250,6
546815664,10600483,6
546815664,10600536,3
546815664,100019334,2
546815664,10600015,2
546815664,10600485,1
546815664,10600396,1
546815664,10600178,1
546815664,10600060,1
546815664,100015482,1
546815664,10600055,1
546815664,10600016,1
546815664,100015476,1
546815664,10600528,1
546815666,1480733,5
546815666,100055476,4
546815666,1480712,2
546815666,1480163,2
546815666,1480607,1
546815666,1480509,1
546815666,1480711,1
546815666,1401582,1
546815666,1480578,1
546815666,1480645,1
546815748,12703015,5
546815748,1002524,5
546815748,3701118,4
546815748,6300198,3
546815748,1005105,2
546815760,15100108,3
546815760,15100228,1
546815760,15100102,1
546815760,15100008,1
546815760,15100368,1
546815760,15100362,1
546815760,15100100,1
546815760,13201315,1
546815760,15100041,1
546815913,1005121,1
546815913,1004238,1
546815956,26400386,4
546815956,21410256,3
546815956,26400967,2
546815956,26403240,1
546815956,26403331,1
546815956,26403213,1
546815956,26402744,1
546815956,26400965,1
546815956,26401414,1
546815977,35200610,1
546815977,32801131,1
546815977,22700084,1
546816033,3100583,1
546816033,3700956,1
546816033,3500009,1
546816033,31500231,1
546816033,3100074,1
546816033,3200461,1
546816033,34700031,1
546816033,15800006,1
546816033,4300070,1
546816067,11900000,1
546816098,2800118,1
546816119,1004741,1
546816131,6301865,3
546816131,3300315,3
546816131,2601989,2
546816131,3601605,1
546816131,3700748,1
546816131,1002524,1
546816131,3600253,1
546816131,3200173,1
546816131,3601515,1
546816131,3600661,1
546816131,2601413,1
546816131,1005145,1
546816131,3701056,1
546816131,1005109,1
546816131,2800399,1
546816131,1005106,1
546816131,3601603,1
546816131,1003800,1
546816131,1004873,1
546816131,6200690,1
546816131,3801416,1
546816131,3600591,1
546816131,2800628,1
546816131,3701135,1
546816131,1004246,1
546816131,2602166,1
546816131,6200724,1
546816131,1004258,1
546816176,12700364,2
546816176,12716811,1
546816176,12719242,1
546816176,12715385,1
546816176,12707977,1
546816176,12700821,1
546816214,42000012,1
546816214,42000007,1
546816222,1004870,3
546816222,100045382,2
546816222,1005175,1
546816222,1004836,1
546816222,1004872,1
546816222,1004564,1
546816222,1004743,1
546816222,18300993,1
546816222,1004839,1
546816222,1003317,1
546816222,100015658,1
546816222,100045394,1
546816439,17000000,1
546816455,1307067,1
546816472,1005104,2
546816472,1005105,1
546816472,1005129,1
546816549,12707979,1
546816559,1002629,3
546816559,1003306,3
546816559,1002544,1
546816559,1002633,1
546816593,11400010,3
546816593,4804056,3
546816593,1002544,2
546816593,6000211,1
546816593,5100563,1
546816593,26601134,1
546816593,5100570,1
546816593,5100601,1
546816593,11400144,1
546816593,26600308,1
546816593,5100378,1
546816593,5100610,1
546816593,5100718,1
546816593,26600657,1
546816593,1003304,1
546816593,11400381,1
546816593,5100816,1
546816681,1003310,2
546816681,1004229,1
546816681,1002547,1
546816681,1005109,1
546816800,1005144,2
546816800,1005145,1
546816857,1005102,3
546816857,1005238,1
546816857,1005221,1
546816857,1005235,1
546816857,100041324,1
546816857,1005263,1
546816921,26300353,2
546816921,1004739,1
546816921,26300101,1
546816921,26300088,1
546816921,100029614,1
546816921,26300352,1
546816921,26300075,1
546816921,1004856,1
546816921,1004873,1
546816921,1004767,1
546816938,1802037,1
546816938,1801623,1
546816938,1801555,1
546816948,1004249,3
546816948,1004252,1
546817082,100005472,2
546817082,1005132,1
546817082,1005116,1
546817082,1004565,1
546817082,1005124,1
546817082,17300945,1
546817082,17302334,1
546817082,28717351,1
546817082,1004708,1
546817114,11000182,1
546817118,14100494,1
546817118,14300017,1
546817118,41200009,1
546817118,14100285,1
546817118,14100411,1
546817118,10301494,1
546817118,14100460,1
546817118,14100436,1
546817300,1004768,1
546817300,1004785,1
546817327,1005115,2
546817327,41600018,1
546817332,1004767,1
546817429,22700795,6
546817429,5800792,4
546817429,1003304,3
546817429,5701256,2
546817429,1004990,2
546817440,11500694,1
546817448,4100277,6
546817448,4100261,4
546817448,4100300,3
546817448,4100291,3
546817448,4100340,3
546817485,5100886,2
546817485,5100724,2
546817485,5000224,2
546817485,13105431,2
546817485,5100376,2
546817485,5100871,2
546817485,24500015,2
546817485,5100887,2
546817506,1004856,1
546817638,1005124,1
546817652,100011148,1
546817684,1004767,3
546817684,1305946,2
546817684,1306891,2
546817684,1307455,1
546817684,1307335,1
546817684,1004870,1
546817684,1002542,1
546817693,1004767,2
546817693,1004750,1
546817693,13201002,1
546817693,1004870,1
546817732,1005104,5
546817732,1005107,3
546817732,1005112,3
546817732,1005115,3
546817732,1307523,3
546817772,1005135,1
546817772,1005105,1
546817780,3601522,10
546817780,3700755,6
546817780,3700756,5
546817780,3700748,5
546817780,3700869,5
546817786,10503171,1
546817821,10900003,3
546817821,44500007,1
546817821,4000124,1
546817821,3500292,1
546817821,3100640,1
546817821,3100268,1
546817821,3100491,1
546817821,3601365,1
546817821,12710449,1
546817821,15600023,1
546817821,5000401,1
546817821,3601000,1
546817821,3200513,1
546817821,3600231,1
546817892,3701084,2
546817892,1004237,2
546817892,5100860,1
546817892,1005132,1
546817892,1002532,1
546817892,5100563,1
546817892,1004227,1
546817892,5100572,1
546817892,5100852,1
546817892,1005105,1
546817894,1600002,2
546817894,1307236,2
546817894,21200003,1
546817894,1701392,1
546817894,55000004,1
546817894,21404397,1
546817894,1307545,1
546817894,14100459,1
546817894,1500440,1
546817894,7600132,1
546817925,5200066,3
546817925,5200150,3
546817925,5200006,2
546817925,18100018,2
546817925,29502209,2
546817957,1004433,3
546817962,1004838,12
546817962,1004565,8
546817962,1004833,5
546817962,12706554,4
546817962,13100469,4
546818011,26400314,1
546818028,12707458,3
546818028,1004833,2
546818050,3600661,12
546818050,3600895,3
546818050,28712327,1
546818050,3601244,1
546818050,3600666,1
546818050,3600452,1
546818085,2702453,4
546818085,2702469,3
546818085,2702580,3
546818085,2702470,3
546818085,2702620,2
546818085,2702151,2
546818085,2701985,2
546818085,23301427,2
546818085,2702625,2
546818085,1004856,2
546818085,2900924,2
546818085,2702556,2
546818085,2702467,2
546818085,2702608,2
546818085,2702508,2
546818085,2900090,2
546818117,1002544,1
546818201,9900139,1
546818201,9900138,1
546818201,9900108,1
546818228,1005115,6
546818228,2601092,1
546818228,2602019,1
546818228,2602215,1
546818228,1004357,1
546818228,1005230,1
546818228,2601438,1
546818228,2601810,1
546818228,1005144,1
546818228,1004659,1
546818237,1004227,1
546818272,3601405,3
546818272,49300072,1
546818272,44500020,1
546818272,17200729,1
546818272,17200719,1
546818272,44500029,1
546818272,44500023,1
546818272,44500032,1
546818272,44500016,1
546818272,17200721,1
546818272,17200728,1
546818299,21800076,1
546818299,26001668,1
546818299,22400125,1
546818336,1004833,3
546818336,1004767,2
546818336,1004857,1
546818336,8800773,1
546818336,8902030,1
546818336,1004856,1
546818336,1004433,1
546818365,2600744,2
546818365,2600193,1
546818397,3700926,13
546818397,3701219,5
546818397,3701056,5
546818397,3701180,4
546818397,1004856,4
546818397,3700832,4
546818480,10300150,2
546818480,100003298,1
546818480,20000664,1
546818480,2402807,1
546818480,25510203,1
546818480,2403009,1
546818548,13200013,1
546818548,1005115,1
546818646,50700030,1
546818740,1600558,2
546818740,1600395,2
546818740,26300348,2
546818740,1600636,2
546818740,1600543,1
546818795,5100816,8
546818878,1004767,1
546818949,12703410,1
546818949,28718132,1
546819048,12300394,12
546819048,1004209,4
546819048,12300395,4
546819048,1005017,3
546819048,43300093,2
546819089,7004509,16
546819089,3500009,12
546819089,10900348,11
546819089,7005237,10
546819089,3300349,6
546819156,12711990,1
546819168,5100816,12
546819168,1307310,7
546819168,5100503,4
546819168,20100006,4
546819168,1801739,3
546819177,5701302,2
546819177,12706441,1
546819177,12709462,1
546819204,5100689,1
546819204,5100337,1
546819206,8700134,2
546819212,4804056,1
546819213,10600156,1
546819213,100005412,1
546819213,26300088,1
546819213,28718017,1
546819213,10600096,1
546819247,15200779,1
546819294,12720331,3
546819294,12716011,1
546819294,12716845,1
546819294,12720707,1
546819294,12711722,1
546819294,12700851,1
546819295,100004287,1
546819295,100017257,1
546819295,100023264,1
546819295,15100103,1
546819339,1005160,4
546819339,5701037,1
546819339,1005239,1
546819339,12708239,1
546819339,6300680,1
546819339,5700788,1
546819339,1004750,1
546819339,1004838,1
546819357,16400197,3
546819357,16400195,2
546819357,16400264,1
546819357,16400025,1
546819357,16400193,1
546819357,11500273,1
546819357,16400204,1
546819357,16400153,1
546819430,1005100,1
546819540,1306755,3
546819540,1306521,3
546819540,1307291,2
546819540,1306432,1
546819613,58400011,2
546819613,28718455,1
546819613,28718437,1
546819700,1005006,1
546819700,1004857,1
546819700,8800801,1
546819707,4804055,1
546819924,12701624,8
546819924,12703015,5
546819924,1801739,4
546819924,5700890,2
546819924,1004785,2
546819924,12706259,2
546819924,5700838,2
546819924,12709556,2
546819924,1002678,2
546819924,1003747,2
546819924,12706656,2
546819924,1801689,2
546819924,34800587,2
546819924,12703014,2
546819924,12705003,2
546819924,1003391,2
546819971,12703337,13
546819971,12719632,10
546819971,12711593,7
546819971,12707445,4
546819971,12705254,4
546819971,100002524,4
546819971,12719402,4
546819987,4100129,5
546819987,17301081,3
546819987,10701103,2
546819987,17301079,2
546819987,17301838,2
546819987,17300615,2
546819987,17300886,2
546819987,17301445,2
546820009,30000048,1
546820088,15700190,2
546820088,15700035,1
546820147,1004838,4
546820147,1004836,2
546820147,1005008,1
546820147,1004833,1
546820147,1004858,1
546820147,1005205,1
546820219,1306916,1
546820219,7203619,1
546820277,15400069,3
546820517,1003306,1
546820520,1004833,2
546820701,3100640,7
546820701,26001050,4
546820701,1003306,3
546820701,3100541,3
546820701,3600165,2
546820701,3600890,2
546820701,3100917,2
546820701,3600990,2
546820701,3601405,2
546820718,2800630,4
546820718,2800308,3
546820718,2800351,3
546820718,2800615,3
546820718,13300067,3
546820718,2800664,3
546820718,13300283,3
546820796,7300473,4
546820796,1005160,3
546820796,2300280,3
546820796,1004868,2
546820796,1005239,2
546820796,7300486,2
546820796,2300328,2
546820796,1201466,2
546820796,22800114,2
546820796,6801061,2
546820796,2240015,2
546820796,28900007,2
546820796,1005253,2
546820796,2200976,2
546820796,22800092,2
546820796,1005031,2
546820796,1700800,2
546820796,2240053,2
546820796,7300548,2
546820796,1004958,2
546820796,1004964,2
546820796,5200006,2
546820796,1201202,2
546820796,5200144,2
546820796,1004460,2
546820796,2300201,2
546820796,1005215,2
546820812,1004791,1
546820930,2600612,19
546820930,38900027,16
546820930,8902493,13
546820930,38900028,10
546820930,4900033,10
546820976,25400106,2
546820976,25400213,2
546820976,4500212,2
546820976,4500301,2
546820976,25400373,1
546820976,25400058,1
546820976,25400182,1
546820976,25400215,1
546820976,25400184,1
546820976,4501008,1
546820976,25400491,1
546820976,25400056,1
546820976,25400460,1
546820976,25400188,1
546820976,25400385,1
546820976,25400147,1
546820976,4501352,1
546820976,4502496,1
546820976,4501089,1
546820976,25400350,1
546820976,25400339,1
546820976,25400168,1
546820976,25400210,1
546821326,1004767,1
546821409,22700725,1
546821423,1003312,6
546821423,1004243,1
546821423,1003363,1
546821423,1005124,1
546821423,1003311,1
546821423,1002524,1
546821423,1005105,1
546821423,1003313,1
546821423,1005209,1
546821423,1005141,1
546821423,1002528,1
546821440,9300087,1
546821440,3300006,1
546821440,3100117,1
546821440,11600299,1
546821598,22700725,3
546821598,1005174,2
546821598,7201810,2
546821598,44500015,1
546821643,1005116,3
546821643,1004873,2
546821643,1005015,1
546821643,1005174,1
546821643,1005016,1
546821643,1005253,1
546821643,1004250,1
546821643,1005230,1
546821643,1004249,1
546821643,1005122,1
546821643,1005023,1
546821643,1005245,1
546821643,1005209,1
546821643,1004256,1
546821724,1005118,1
546821724,4804718,1
546821724,1004856,1
546821724,1004739,1
546821769,1801766,8
546821769,1004872,8
546821769,1004874,7
546821769,1801906,6
546821769,1802038,6
546821769,1004659,6
546821773,1004767,1
546821835,1004720,6
546821835,1003769,2
546821835,1004741,2
546821835,1004565,2
546821835,1004776,2
546821935,21411504,1
546822043,5801218,4
546822043,5701128,4
546822043,22700084,3
546822043,28716959,1
546822043,5701424,1
546822043,5701086,1
546822043,5801483,1
546822043,28720725,1
546822043,22700069,1
546822043,5700796,1
546822043,5701246,1
546822061,1004659,3
546822061,1003712,3
546822061,1004901,3
546822061,1005014,3
546822061,5100763,3
546822061,5100376,3
546822106,12703015,2
546822106,1004249,2
546822106,1306732,1
546822106,12706857,1
546822106,12709707,1
546822141,5100816,1
546822152,1005115,2
546822152,10502759,1
546822152,2600212,1
546822152,5100855,1
546822152,5100566,1
546822185,1004767,3
546822185,1003306,2
546822185,2900958,2
546822185,1002524,2
546822185,1005116,1
546822185,5100610,1
546822185,1002547,1
546822185,4600355,1
546822185,1005100,1
546822185,12800033,1
546822185,4600386,1
546822185,2900649,1
546822218,1004888,2
546822218,1004750,1
546822218,10900209,1
546822218,1004836,1
546822231,1005174,1
546822350,4804056,7
546822350,1004776,2
546822350,4804295,2
546822350,1004779,2
